source_id,segment_id,input_row_index,start_time_s,end_time_s,speaker_role,chunk_type,text,text_char_len,model_role,model_name,predicted_label,predicted_score,label_scores_json,deterministic_label,deterministic_score,deterministic_signed_score
msft_fy26_q2_example,msft_fy26_q2_example_seg_0011,11,57.12,62.48,,transcript_chunk,call and provide the reconciliation of differences between gap and non-get financial measures.,94,primary_finbert,ProsusAI/finbert,neutral,0.876844,"[{""label"": ""neutral"", ""score"": 0.876844}, {""label"": ""positive"", ""score"": 0.102279}, {""label"": ""negative"", ""score"": 0.020877}]",POSITIVE,0.9826748967170716,0.9826748967170716
msft_fy26_q2_example,msft_fy26_q2_example_seg_0012,12,63.76,68.32,,transcript_chunk,More detailed out of the slide will be available on the Microsoft Investigation's website,89,primary_finbert,ProsusAI/finbert,neutral,0.925418,"[{""label"": ""neutral"", ""score"": 0.925418}, {""label"": ""negative"", ""score"": 0.055541}, {""label"": ""positive"", ""score"": 0.019041}]",POSITIVE,0.652868926525116,0.652868926525116
msft_fy26_q2_example,msft_fy26_q2_example_seg_0013,13,68.32,74.0,,transcript_chunk,"when we provide help look commentary on today's call. On this call, we will discuss certain",91,primary_finbert,ProsusAI/finbert,neutral,0.944337,"[{""label"": ""neutral"", ""score"": 0.944337}, {""label"": ""positive"", ""score"": 0.035863}, {""label"": ""negative"", ""score"": 0.0198}]",POSITIVE,0.9975355863571168,0.9975355863571168
msft_fy26_q2_example,msft_fy26_q2_example_seg_0014,14,74.0,80.32,,transcript_chunk,"non-get items. The non-get financial measures provided should not be considered as a substitute for,",100,primary_finbert,ProsusAI/finbert,neutral,0.949516,"[{""label"": ""neutral"", ""score"": 0.949516}, {""label"": ""negative"", ""score"": 0.029206}, {""label"": ""positive"", ""score"": 0.021278}]",NEGATIVE,0.9228677749633788,-0.9228677749633788
msft_fy26_q2_example,msft_fy26_q2_example_seg_0015,15,80.32000000000001,84.4,,transcript_chunk,or superior to the measures of financial performance prepared in accordance with gap.,85,primary_finbert,ProsusAI/finbert,neutral,0.799839,"[{""label"": ""neutral"", ""score"": 0.799839}, {""label"": ""positive"", ""score"": 0.187384}, {""label"": ""negative"", ""score"": 0.012776}]",POSITIVE,0.9733008146286012,0.9733008146286012
msft_fy26_q2_example,msft_fy26_q2_example_seg_0016,16,85.2,90.72,,transcript_chunk,They are included as additional clarifying items to age investors in further understanding the company's,104,primary_finbert,ProsusAI/finbert,neutral,0.857841,"[{""label"": ""neutral"", ""score"": 0.857841}, {""label"": ""positive"", ""score"": 0.130271}, {""label"": ""negative"", ""score"": 0.011888}]",POSITIVE,0.9554836750030518,0.9554836750030518
msft_fy26_q2_example,msft_fy26_q2_example_seg_0017,17,90.72,95.84,,transcript_chunk,second course of performance in addition to the impact these items in events have on the financial,98,primary_finbert,ProsusAI/finbert,neutral,0.919776,"[{""label"": ""neutral"", ""score"": 0.919776}, {""label"": ""positive"", ""score"": 0.047533}, {""label"": ""negative"", ""score"": 0.032691}]",POSITIVE,0.9795935153961182,0.9795935153961182
msft_fy26_q2_example,msft_fy26_q2_example_seg_0018,18,95.84,102.72,,transcript_chunk,results. All growth comparisons we make on the call today relate to the corresponding period of last,100,primary_finbert,ProsusAI/finbert,neutral,0.946283,"[{""label"": ""neutral"", ""score"": 0.946283}, {""label"": ""negative"", ""score"": 0.030741}, {""label"": ""positive"", ""score"": 0.022976}]",POSITIVE,0.9944453835487366,0.9944453835487366
msft_fy26_q2_example,msft_fy26_q2_example_seg_0019,19,102.72,109.2,,transcript_chunk,"year unless otherwise noted. We will also provide growth rates in constant currency when available,",99,primary_finbert,ProsusAI/finbert,neutral,0.947109,"[{""label"": ""neutral"", ""score"": 0.947109}, {""label"": ""positive"", ""score"": 0.038218}, {""label"": ""negative"", ""score"": 0.014674}]",POSITIVE,0.996784210205078,0.996784210205078
msft_fy26_q2_example,msft_fy26_q2_example_seg_0020,20,109.28,114.24,,transcript_chunk,"as a framework for assessing how our underlying businesses performed, excluding the effect of",93,primary_finbert,ProsusAI/finbert,neutral,0.879409,"[{""label"": ""neutral"", ""score"": 0.879409}, {""label"": ""positive"", ""score"": 0.110742}, {""label"": ""negative"", ""score"": 0.009849}]",POSITIVE,0.8343703746795654,0.8343703746795654
msft_fy26_q2_example,msft_fy26_q2_example_seg_0021,21,114.24,119.6,,transcript_chunk,"foreign currency rate fluctuations. Where growth rates are the same in constant currency,",89,primary_finbert,ProsusAI/finbert,neutral,0.890528,"[{""label"": ""neutral"", ""score"": 0.890528}, {""label"": ""negative"", ""score"": 0.074643}, {""label"": ""positive"", ""score"": 0.034828}]",NEGATIVE,0.99446302652359,-0.99446302652359
msft_fy26_q2_example,msft_fy26_q2_example_seg_0022,22,119.6,125.36,,transcript_chunk,we will refer to the growth rate only. We will post our prepared remarks to our website,87,primary_finbert,ProsusAI/finbert,neutral,0.951554,"[{""label"": ""neutral"", ""score"": 0.951554}, {""label"": ""negative"", ""score"": 0.025045}, {""label"": ""positive"", ""score"": 0.023401}]",NEGATIVE,0.995963454246521,-0.995963454246521
msft_fy26_q2_example,msft_fy26_q2_example_seg_0023,23,125.36,131.36,,transcript_chunk,immediately following the call until the complete transcript is available. Today's call is being,96,primary_finbert,ProsusAI/finbert,neutral,0.938535,"[{""label"": ""neutral"", ""score"": 0.938535}, {""label"": ""negative"", ""score"": 0.043329}, {""label"": ""positive"", ""score"": 0.018135}]",NEGATIVE,0.9206435084342957,-0.9206435084342957
msft_fy26_q2_example,msft_fy26_q2_example_seg_0024,24,131.36,137.04,,transcript_chunk,"webcast-like and recorded. If you ask a question, it will be included in our live transmission,",95,primary_finbert,ProsusAI/finbert,neutral,0.948575,"[{""label"": ""neutral"", ""score"": 0.948575}, {""label"": ""positive"", ""score"": 0.030965}, {""label"": ""negative"", ""score"": 0.02046}]",NEGATIVE,0.9246663451194764,-0.9246663451194764
msft_fy26_q2_example,msft_fy26_q2_example_seg_0025,25,137.6,143.44,,transcript_chunk,"in the transcript, and in any future use of the recording. You can replay the call and view the",95,primary_finbert,ProsusAI/finbert,neutral,0.950745,"[{""label"": ""neutral"", ""score"": 0.950745}, {""label"": ""negative"", ""score"": 0.025208}, {""label"": ""positive"", ""score"": 0.024048}]",POSITIVE,0.547660231590271,0.547660231590271
msft_fy26_q2_example,msft_fy26_q2_example_seg_0026,26,143.44,150.72,,transcript_chunk,"transcript on the Microsoft Investor Relations website. During this call, we will be making forward",99,primary_finbert,ProsusAI/finbert,neutral,0.948672,"[{""label"": ""neutral"", ""score"": 0.948672}, {""label"": ""positive"", ""score"": 0.028996}, {""label"": ""negative"", ""score"": 0.022332}]",POSITIVE,0.9793309569358826,0.9793309569358826
msft_fy26_q2_example,msft_fy26_q2_example_seg_0027,27,150.72,155.84,,transcript_chunk,"looking statements, which are predictions, projections, or other statements about future events.",96,primary_finbert,ProsusAI/finbert,neutral,0.906769,"[{""label"": ""neutral"", ""score"": 0.906769}, {""label"": ""negative"", ""score"": 0.069955}, {""label"": ""positive"", ""score"": 0.023276}]",POSITIVE,0.8159875869750977,0.8159875869750977
msft_fy26_q2_example,msft_fy26_q2_example_seg_0028,28,156.56,161.12,,transcript_chunk,These statements are based on current expectations and assumptions that are subject to risks and,96,primary_finbert,ProsusAI/finbert,neutral,0.944888,"[{""label"": ""neutral"", ""score"": 0.944888}, {""label"": ""positive"", ""score"": 0.030077}, {""label"": ""negative"", ""score"": 0.025034}]",NEGATIVE,0.6912790536880493,-0.6912790536880493
msft_fy26_q2_example,msft_fy26_q2_example_seg_0029,29,161.6,166.4,,transcript_chunk,uncertainties. actual results could be theory differ because of factors discussed in today's,92,primary_finbert,ProsusAI/finbert,neutral,0.793437,"[{""label"": ""neutral"", ""score"": 0.793437}, {""label"": ""negative"", ""score"": 0.175826}, {""label"": ""positive"", ""score"": 0.030737}]",NEGATIVE,0.9797807931900024,-0.9797807931900024
msft_fy26_q2_example,msft_fy26_q2_example_seg_0030,30,166.4,171.52,,transcript_chunk,"earnings press release in the comments majoring this conference call, and in the risk factor",92,primary_finbert,ProsusAI/finbert,neutral,0.940734,"[{""label"": ""neutral"", ""score"": 0.940734}, {""label"": ""positive"", ""score"": 0.030094}, {""label"": ""negative"", ""score"": 0.029172}]",NEGATIVE,0.9330480098724364,-0.9330480098724364
msft_fy26_q2_example,msft_fy26_q2_example_seg_0031,31,171.52,177.68,,transcript_chunk,"section of our form 10K, forms 10Q, and other reports and filings with the Securities and Exchange",98,primary_finbert,ProsusAI/finbert,neutral,0.934905,"[{""label"": ""neutral"", ""score"": 0.934905}, {""label"": ""negative"", ""score"": 0.04336}, {""label"": ""positive"", ""score"": 0.021735}]",NEGATIVE,0.9795291423797609,-0.9795291423797609
msft_fy26_q2_example,msft_fy26_q2_example_seg_0032,32,177.68,183.2,,transcript_chunk,Commission. We do not undertake any duty to update any forward-looking statement.,81,primary_finbert,ProsusAI/finbert,neutral,0.94177,"[{""label"": ""neutral"", ""score"": 0.94177}, {""label"": ""negative"", ""score"": 0.02966}, {""label"": ""positive"", ""score"": 0.02857}]",NEGATIVE,0.9977995753288268,-0.9977995753288268
msft_fy26_q2_example,msft_fy26_q2_example_seg_0033,33,184.48,190.32,,transcript_chunk,"And with that, I'll turn the call over to Satya. Thank you very much, Jonathan. This quarter,",93,primary_finbert,ProsusAI/finbert,neutral,0.825482,"[{""label"": ""neutral"", ""score"": 0.825482}, {""label"": ""positive"", ""score"": 0.164083}, {""label"": ""negative"", ""score"": 0.010435}]",POSITIVE,0.999806582927704,0.999806582927704
msft_fy26_q2_example,msft_fy26_q2_example_seg_0034,34,190.4,196.64,,transcript_chunk,the Microsoft Cloud surpassed $50 billion in revenue for the first time. Up 26%,79,primary_finbert,ProsusAI/finbert,positive,0.945299,"[{""label"": ""positive"", ""score"": 0.945299}, {""label"": ""neutral"", ""score"": 0.040765}, {""label"": ""negative"", ""score"": 0.013936}]",POSITIVE,0.9972039461135864,0.9972039461135864
msft_fy26_q2_example,msft_fy26_q2_example_seg_0035,35,196.64,202.4,,transcript_chunk,"year, we are reflecting the strength of our platform and accelerating demand. We are in the",91,primary_finbert,ProsusAI/finbert,positive,0.908569,"[{""label"": ""positive"", ""score"": 0.908569}, {""label"": ""neutral"", ""score"": 0.082152}, {""label"": ""negative"", ""score"": 0.009279}]",POSITIVE,0.9998451471328736,0.9998451471328736
msft_fy26_q2_example,msft_fy26_q2_example_seg_0036,36,202.4,209.68,,transcript_chunk,beginning phases of AI diffusion and its broad GDP impact. Our tambal grows substantially across,96,primary_finbert,ProsusAI/finbert,positive,0.944093,"[{""label"": ""positive"", ""score"": 0.944093}, {""label"": ""neutral"", ""score"": 0.043631}, {""label"": ""negative"", ""score"": 0.012276}]",POSITIVE,0.998888909816742,0.998888909816742
msft_fy26_q2_example,msft_fy26_q2_example_seg_0037,37,209.68,215.6,,transcript_chunk,"every layer of the tech stack as this diffusion accelerates and spreads. In fact, even in this early",100,primary_finbert,ProsusAI/finbert,neutral,0.869044,"[{""label"": ""neutral"", ""score"": 0.869044}, {""label"": ""positive"", ""score"": 0.111476}, {""label"": ""negative"", ""score"": 0.019479}]",POSITIVE,0.992514193058014,0.992514193058014
msft_fy26_q2_example,msft_fy26_q2_example_seg_0038,38,215.6,221.04,,transcript_chunk,"earnings, we are built in AI business that is larger than some of our biggest franchises",88,primary_finbert,ProsusAI/finbert,neutral,0.604997,"[{""label"": ""neutral"", ""score"": 0.604997}, {""label"": ""positive"", ""score"": 0.385652}, {""label"": ""negative"", ""score"": 0.009351}]",POSITIVE,0.9988547563552856,0.9988547563552856
msft_fy26_q2_example,msft_fy26_q2_example_seg_0039,39,221.04,227.12,,transcript_chunk,"that took decades to build. Today, I'll focus my remarks across the three layers of our stack,",94,primary_finbert,ProsusAI/finbert,neutral,0.926445,"[{""label"": ""neutral"", ""score"": 0.926445}, {""label"": ""positive"", ""score"": 0.05933}, {""label"": ""negative"", ""score"": 0.014225}]",POSITIVE,0.9948624968528748,0.9948624968528748
msft_fy26_q2_example,msft_fy26_q2_example_seg_0040,40,227.12,233.44,,transcript_chunk,"Cloud and Token Factory, Agent Platform, and High Value Agentic Experiences. When it comes to our",97,primary_finbert,ProsusAI/finbert,neutral,0.93981,"[{""label"": ""neutral"", ""score"": 0.93981}, {""label"": ""positive"", ""score"": 0.038778}, {""label"": ""negative"", ""score"": 0.021412}]",POSITIVE,0.9914408922195436,0.9914408922195436
msft_fy26_q2_example,msft_fy26_q2_example_seg_0041,41,233.44,239.68,,transcript_chunk,"Cloud and Token Factory, the key to long-term competitiveness is shaping our infrastructure to support",102,primary_finbert,ProsusAI/finbert,positive,0.532794,"[{""label"": ""positive"", ""score"": 0.532794}, {""label"": ""neutral"", ""score"": 0.458951}, {""label"": ""negative"", ""score"": 0.008255}]",POSITIVE,0.9952206015586852,0.9952206015586852
msft_fy26_q2_example,msft_fy26_q2_example_seg_0042,42,239.68,245.04,,transcript_chunk,new high-scale workloads. We're building this infrastructure out for the heterogeneous and,90,primary_finbert,ProsusAI/finbert,neutral,0.793176,"[{""label"": ""neutral"", ""score"": 0.793176}, {""label"": ""positive"", ""score"": 0.196911}, {""label"": ""negative"", ""score"": 0.009913}]",POSITIVE,0.985787272453308,0.985787272453308
msft_fy26_q2_example,msft_fy26_q2_example_seg_0043,43,245.04,249.84,,transcript_chunk,"distributed nature of these workloads, ensuring the right fit with the geographic and segment",93,primary_finbert,ProsusAI/finbert,positive,0.675424,"[{""label"": ""positive"", ""score"": 0.675424}, {""label"": ""neutral"", ""score"": 0.316211}, {""label"": ""negative"", ""score"": 0.008365}]",POSITIVE,0.9992352724075316,0.9992352724075316
msft_fy26_q2_example,msft_fy26_q2_example_seg_0044,44,249.84,256.0,,transcript_chunk,"specific needs for all customers, including the long-tail. The key metric we're optimizing for",94,primary_finbert,ProsusAI/finbert,neutral,0.742044,"[{""label"": ""neutral"", ""score"": 0.742044}, {""label"": ""positive"", ""score"": 0.250578}, {""label"": ""negative"", ""score"": 0.007378}]",POSITIVE,0.979826271533966,0.979826271533966
msft_fy26_q2_example,msft_fy26_q2_example_seg_0045,45,256.0,262.24,,transcript_chunk,"is tokens per watt per dollar, which comes down to increasing utilization and decreasing TCO,",93,primary_finbert,ProsusAI/finbert,negative,0.723025,"[{""label"": ""negative"", ""score"": 0.723025}, {""label"": ""neutral"", ""score"": 0.195721}, {""label"": ""positive"", ""score"": 0.081254}]",NEGATIVE,0.9970905780792236,-0.9970905780792236
msft_fy26_q2_example,msft_fy26_q2_example_seg_0046,46,262.24,268.88,,transcript_chunk,using silicon systems and software. A good example of this is the 50% increase in throughput.,93,primary_finbert,ProsusAI/finbert,positive,0.891823,"[{""label"": ""positive"", ""score"": 0.891823}, {""label"": ""neutral"", ""score"": 0.100369}, {""label"": ""negative"", ""score"": 0.007808}]",POSITIVE,0.9884838461875916,0.9884838461875916
msft_fy26_q2_example,msft_fy26_q2_example_seg_0047,47,268.88,273.52,,transcript_chunk,"We were able to achieve in one of our highest-walling workloads, opening AI in-francing,",88,primary_finbert,ProsusAI/finbert,positive,0.938247,"[{""label"": ""positive"", ""score"": 0.938247}, {""label"": ""neutral"", ""score"": 0.052127}, {""label"": ""negative"", ""score"": 0.009625}]",POSITIVE,0.9976174235343932,0.9976174235343932
msft_fy26_q2_example,msft_fy26_q2_example_seg_0048,48,273.52,278.96,,transcript_chunk,powering our core pilots. Another example was the unlocking of new capabilities and efficiencies,96,primary_finbert,ProsusAI/finbert,neutral,0.664566,"[{""label"": ""neutral"", ""score"": 0.664566}, {""label"": ""positive"", ""score"": 0.32488}, {""label"": ""negative"", ""score"": 0.010554}]",POSITIVE,0.9992258548736572,0.9992258548736572
msft_fy26_q2_example,msft_fy26_q2_example_seg_0049,49,278.96,284.24,,transcript_chunk,"for our fairwater data centers. In this instance, we connected both at Lantern, Wisconsin,",90,primary_finbert,ProsusAI/finbert,neutral,0.927247,"[{""label"": ""neutral"", ""score"": 0.927247}, {""label"": ""positive"", ""score"": 0.051799}, {""label"": ""negative"", ""score"": 0.020953}]",NEGATIVE,0.9542518854141236,-0.9542518854141236
msft_fy26_q2_example,msft_fy26_q2_example_seg_0050,50,284.24,290.56,,transcript_chunk,site through an AI land to build a first of its kind AI superfactory. Fairwater's two-story,91,primary_finbert,ProsusAI/finbert,neutral,0.7848,"[{""label"": ""neutral"", ""score"": 0.7848}, {""label"": ""positive"", ""score"": 0.207473}, {""label"": ""negative"", ""score"": 0.007727}]",NEGATIVE,0.9985768795013428,-0.9985768795013428
msft_fy26_q2_example,msft_fy26_q2_example_seg_0051,51,290.56,295.59999999999997,,transcript_chunk,"design and liquid cooling allows to run higher GPU densities, and thereby improve both",86,primary_finbert,ProsusAI/finbert,positive,0.911983,"[{""label"": ""positive"", ""score"": 0.911983}, {""label"": ""neutral"", ""score"": 0.079918}, {""label"": ""negative"", ""score"": 0.008099}]",POSITIVE,0.9987441301345824,0.9987441301345824
msft_fy26_q2_example,msft_fy26_q2_example_seg_0052,52,295.59999999999997,302.0,,transcript_chunk,"performance and latencies for high-scale training. All up, we added nearly one gigawatt of total",96,primary_finbert,ProsusAI/finbert,positive,0.679691,"[{""label"": ""positive"", ""score"": 0.679691}, {""label"": ""neutral"", ""score"": 0.30923}, {""label"": ""negative"", ""score"": 0.011079}]",POSITIVE,0.99817955493927,0.99817955493927
msft_fy26_q2_example,msft_fy26_q2_example_seg_0053,53,302.0,308.08,,transcript_chunk,"capacity, this quarter alone. At the silicon layer, we have Nvidia and AMD and our own",86,primary_finbert,ProsusAI/finbert,neutral,0.921793,"[{""label"": ""neutral"", ""score"": 0.921793}, {""label"": ""positive"", ""score"": 0.067732}, {""label"": ""negative"", ""score"": 0.010475}]",POSITIVE,0.8552494049072266,0.8552494049072266
msft_fy26_q2_example,msft_fy26_q2_example_seg_0054,54,308.08,314.96,,transcript_chunk,Maya chips delivering the best all-up fleet performance costs and supply across multiple generations,100,primary_finbert,ProsusAI/finbert,positive,0.703943,"[{""label"": ""positive"", ""score"": 0.703943}, {""label"": ""neutral"", ""score"": 0.286052}, {""label"": ""negative"", ""score"": 0.010004}]",POSITIVE,0.999384880065918,0.999384880065918
msft_fy26_q2_example,msft_fy26_q2_example_seg_0055,55,314.96,322.32,,transcript_chunk,"of hardware. Earlier this week, we brought online our Maya 200 Accelerator. Maya 200 delivers",93,primary_finbert,ProsusAI/finbert,neutral,0.857236,"[{""label"": ""neutral"", ""score"": 0.857236}, {""label"": ""positive"", ""score"": 0.13393}, {""label"": ""negative"", ""score"": 0.008834}]",POSITIVE,0.9988635778427124,0.9988635778427124
msft_fy26_q2_example,msft_fy26_q2_example_seg_0056,56,322.32,329.92,,transcript_chunk,10 plus pedaflops at FB4 precision with over 30% improved TCO compared to the latest generation hardware,104,primary_finbert,ProsusAI/finbert,positive,0.952568,"[{""label"": ""positive"", ""score"": 0.952568}, {""label"": ""negative"", ""score"": 0.024685}, {""label"": ""neutral"", ""score"": 0.022747}]",POSITIVE,0.9953182339668274,0.9953182339668274
msft_fy26_q2_example,msft_fy26_q2_example_seg_0057,57,330.24,336.08000000000004,,transcript_chunk,in our fleet. We will be scaling this study with influencing and synthetic data gen for our,91,primary_finbert,ProsusAI/finbert,neutral,0.854006,"[{""label"": ""neutral"", ""score"": 0.854006}, {""label"": ""positive"", ""score"": 0.137974}, {""label"": ""negative"", ""score"": 0.00802}]",POSITIVE,0.9963868856430054,0.9963868856430054
msft_fy26_q2_example,msft_fy26_q2_example_seg_0058,58,336.08000000000004,341.44,,transcript_chunk,superintelligence team as well as doing influencing for co-pilot and foundry.,77,primary_finbert,ProsusAI/finbert,neutral,0.916457,"[{""label"": ""neutral"", ""score"": 0.916457}, {""label"": ""positive"", ""score"": 0.072696}, {""label"": ""negative"", ""score"": 0.010847}]",POSITIVE,0.9823017120361328,0.9823017120361328
msft_fy26_q2_example,msft_fy26_q2_example_seg_0059,59,342.56,347.68,,transcript_chunk,"And given AI workloads are not just about AI accelerators, but also consume large amounts of",92,primary_finbert,ProsusAI/finbert,neutral,0.878483,"[{""label"": ""neutral"", ""score"": 0.878483}, {""label"": ""negative"", ""score"": 0.087339}, {""label"": ""positive"", ""score"": 0.034179}]",NEGATIVE,0.9687798023223876,-0.9687798023223876
msft_fy26_q2_example,msft_fy26_q2_example_seg_0060,60,347.68,353.28000000000003,,transcript_chunk,compute. We are pleased with the progress we are making on the CPU side as well. Coval 200 is,93,primary_finbert,ProsusAI/finbert,positive,0.515737,"[{""label"": ""positive"", ""score"": 0.515737}, {""label"": ""neutral"", ""score"": 0.475768}, {""label"": ""negative"", ""score"": 0.008495}]",POSITIVE,0.9997749924659728,0.9997749924659728
msft_fy26_q2_example,msft_fy26_q2_example_seg_0061,61,353.28000000000003,358.72,,transcript_chunk,another big leap forward delivering over 50% higher performance compared to our first customer,94,primary_finbert,ProsusAI/finbert,positive,0.954805,"[{""label"": ""positive"", ""score"": 0.954805}, {""label"": ""neutral"", ""score"": 0.028815}, {""label"": ""negative"", ""score"": 0.01638}]",POSITIVE,0.9993599057197572,0.9993599057197572
msft_fy26_q2_example,msft_fy26_q2_example_seg_0062,62,358.72,365.7600000000001,,transcript_chunk,"build processor for cloud-native workloads. Sovereignty is increasingly top of mind for customers,",98,primary_finbert,ProsusAI/finbert,neutral,0.865386,"[{""label"": ""neutral"", ""score"": 0.865386}, {""label"": ""positive"", ""score"": 0.124557}, {""label"": ""negative"", ""score"": 0.010057}]",NEGATIVE,0.8737393617630005,-0.8737393617630005
msft_fy26_q2_example,msft_fy26_q2_example_seg_0063,63,365.7600000000001,371.7600000000001,,transcript_chunk,and we are expanding our solutions in global footprint to match. We announced DC investments in,95,primary_finbert,ProsusAI/finbert,positive,0.804673,"[{""label"": ""positive"", ""score"": 0.804673}, {""label"": ""neutral"", ""score"": 0.188024}, {""label"": ""negative"", ""score"": 0.007303}]",POSITIVE,0.9989500641822816,0.9989500641822816
msft_fy26_q2_example,msft_fy26_q2_example_seg_0064,64,371.7600000000001,376.88000000000005,,transcript_chunk,"seven countries this quarter alone, supporting local data residency needs. And we offer the",91,primary_finbert,ProsusAI/finbert,positive,0.766133,"[{""label"": ""positive"", ""score"": 0.766133}, {""label"": ""neutral"", ""score"": 0.225855}, {""label"": ""negative"", ""score"": 0.008012}]",POSITIVE,0.9968731999397278,0.9968731999397278
msft_fy26_q2_example,msft_fy26_q2_example_seg_0065,65,376.88000000000005,382.24,,transcript_chunk,"most comprehensive set of sovereignty solutions across public, private and national partner clouds,",99,primary_finbert,ProsusAI/finbert,neutral,0.580882,"[{""label"": ""neutral"", ""score"": 0.580882}, {""label"": ""positive"", ""score"": 0.411725}, {""label"": ""negative"", ""score"": 0.007393}]",POSITIVE,0.9985365867614746,0.9985365867614746
msft_fy26_q2_example,msft_fy26_q2_example_seg_0066,66,382.24,387.68,,transcript_chunk,so customers can choose the right approach for each workload with the local control they require.,97,primary_finbert,ProsusAI/finbert,neutral,0.901212,"[{""label"": ""neutral"", ""score"": 0.901212}, {""label"": ""positive"", ""score"": 0.088171}, {""label"": ""negative"", ""score"": 0.010617}]",NEGATIVE,0.831643283367157,-0.831643283367157
